year,lat,lon,dataset,PS_pathway,species,Genus,epithet,little_d13,big_D13,phosphorus,myco_type,N_fix,tmp,par,vpd,z,pre_mean,nitrogen_0.5cm,nitrogen_15.30cm,nitrogen_30.60cm,nitrogen_5.15cm,soc_0.5cm,soc_15.30cm,soc_30.60cm,soc_5.15cm,awi_pm_sr_yr,pet_pm_sr_yr,CO2
1914,43.128643,-123.253446,Sheldon ,C3,Thuja plicata,Thuja,plicata,-26.4184014,20.15075206,41.614,AM,NA,11.55699405,712.7611316,0.479578983,353,932.1964272,7.599999905,1.399999976,0.899999976,2.5,98.30000305,19.79999924,9.899999619,40.90000153,8954,1357,301.4
1914,46.238606,-60.769178,Sheldon ,C3,Pinus strobus,Pinus,strobus,-27.70645488,21.46106491,213.2160059,EcM,NA,10.01810162,751.8000944,0.259132444,224,982.1714285,4.199999809,2.099999905,1.399999976,3.299999952,71.40000153,35.09999847,19.20000076,54.59999847,22292,713,301.4
1915,41.625501,-72.753415,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-26.8878369,20.58122142,4.1625,AM,NA,13.12146194,762.58721,0.518737258,100,956.6446418,12.19999981,3.099999905,2.700000048,5.300000191,170.8000031,18.89999962,7.400000095,42.5,9792,1190,301.6
1916,42.23,-85.58,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.02839469,18.62658829,33.382,AM,NA,13.66540494,770.3591954,0.555235686,251,789.7285721,10.80000019,9.100000381,8.899999619,9,66.59999847,53.29999924,59.70000076,56.09999847,8057,1143,302
1917,23.100449,113.22964,Sheldon ,C3,Platycladus orientalis,Platycladus,orientalis,-24.72282592,18.35993541,5.942,AM,NA,22.39404762,756.5993308,0.671983773,35,1789.619642,NA,NA,NA,NA,NA,NA,NA,NA,13625,1266,302.4
1917,46.473802,-69.903871,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.93765019,18.6015286,12.0444,AM,NA,10.98607568,827.5222706,0.338212975,423,733.7910705,10.89999962,2.700000048,1.600000024,5.5,238.1999969,43.09999847,26,99.59999847,13567,821,302.4
1918,45.1533,-87.166713,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.02845094,18.75793294,28.344,AM,NA,12.48790037,818.4474084,0.381699811,184,0,8.199999809,2.400000095,2,3.799999952,66.19999695,20.5,12.10000038,45.90000153,7645,996,302.8
1919,40.699441,-89.591598,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-28.002536,21.82365364,8.98,EcM-AM,NA,14.70571609,807.9106792,0.565935257,191,815.2607144,NA,NA,NA,NA,NA,NA,NA,NA,7183,1300,303
1919,42.863965,-122.514907,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-23.4721029,17.08512675,10.03285,EcM-AM,NA,10.37019751,736.0031543,0.518102905,837,888.9714278,7.199999809,1.700000048,1.100000024,2.400000095,96.40000153,18.5,10,42.09999847,8117,1389,303
1919,42.313784,-73.386213,Sheldon ,C3,Pinus strobus,Pinus,strobus,-26.24549288,19.99014406,3.59,EcM,NA,12.50208333,765.3789983,0.46734421,395,928.1160722,14.5,1.600000024,1.799999952,3.799999952,198.8000031,21.79999924,7.5,52.20000076,11107,1000,303
1920,37.816255,-105.507469,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-22.5707313,16.08375338,8.0155,EcM-AM,NA,11.10469246,979.9219309,0.754939534,2427,187.8999999,3.099999905,1.700000048,1.299999952,2.5,38.90000153,16.89999962,9.899999619,27.20000076,2680,1398,303.4
1920,43.441826,-75.207058,Sheldon ,C3,Pinus strobus,Pinus,strobus,-25.15374589,18.8273236,14.664,EcM,NA,12.36287557,781.7746821,0.384936198,308,792.9035715,16.39999962,2.799999952,2,5.099999905,129.3000031,33.20000076,27.70000076,63.20000076,13879,923,303.4
1920,42.442156,-76.497517,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-23.27908019,16.76945774,9.47,AM,NA,12.63396961,753.9722656,0.417653042,395,761.1285719,NA,NA,NA,NA,NA,NA,NA,NA,8298,1077,303.4
1921,41.769576,-72.959019,Sheldon ,C3,Pinus strobus,Pinus,strobus,-28.65356128,22.5599852,9.0094,EcM,NA,13.12146194,762.58721,0.518737258,100,956.6446418,15,1.600000024,0.899999976,4.900000095,217.5,16.39999962,8.899999619,54,11286,1088,303.7
1922,41.644404,-87.034841,Sheldon ,C3,Pinus strobus,Pinus,strobus,-28.2890344,22.16609173,7.02,EcM,NA,13.72453959,800.6518963,0.473439131,181,0,8,3.400000095,3.099999905,3.700000048,75.90000153,16.5,8.300000191,29.39999962,8695,1112,304.1
1922,35.020339,136.418707,Sheldon ,C3,Thuja standishii,Thuja,standishii,-22.3759719,15.51309242,19,AM,NA,13.7161526,669.506653,0.453623374,254,1688.626785,6.5,2.799999952,2,4,102.8000031,32.70000076,20.70000076,66.80000305,21886,1016,304.1
1922,48.903158,-116.388424,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-24.78747437,18.02425,17.8985,EcM-AM,NA,9.493090986,860.3038009,0.507918908,1062,428.5374994,4.099999905,2.299999952,2.299999952,2.400000095,59.09999847,14.39999962,9.100000381,25.39999962,5275,1086,304.1
1924,41.346523,-118.210313,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-24.69731393,18.38128223,9.6104,EcM-AM,NA,11.27546762,888.3895737,0.860403154,1387,171.6214288,0.899999976,0.699999988,0.600000024,0.800000012,8.300000191,4.400000095,3.599999905,6.099999905,1198,1801,304.9
1924,45.37,-84.97,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.73568756,18.42135238,5.207,AM,NA,11.89726474,807.7702176,0.385620229,286,601.4178575,6,1.100000024,0.800000012,2.700000048,63.5,19.70000076,11.80000019,30.20000076,8090,997,304.9
1924,45.98,-84.19,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.18372942,18.88943586,8.49,AM,NA,11.96714144,816.8806298,0.356240255,183,0,8.800000191,2.400000095,2.299999952,3.299999952,74.5,24,12,53.29999924,8307,917,304.9
1926,45.301935,-121.753286,Sheldon ,C3,Thuja plicata,Thuja,plicata,-24.84647265,18.56781742,5.85375,AM,NA,8.535239899,710.9902534,0.384993616,1156,1100.317856,10.10000038,2.400000095,1.799999952,3.5,350.2000122,49.40000153,30.39999962,105.5999985,21042,1026,305.8
1926,41.3262,-85.7442,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.34334672,19.08707713,7.02,AM,NA,13.81894796,777.6645151,0.522681798,263,818.4928571,6.400000095,2.5,2.299999952,3.200000048,59.20000076,13.39999962,8.600000381,20.10000038,8496,1113,305.8
1926,46.653991,-88.859506,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-26.22805976,19.99242221,0.6298,EcM-AM,NA,11.38426871,846.0676098,0.347255014,339,588.6732148,5.300000191,1.200000048,0.899999976,2.299999952,59.40000153,16.60000038,9.199999809,32.59999847,8710,921,305.8
1926,42.0643,-88.267355,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-23.63753674,17.28613847,31.0605,AM,NA,13.64531108,811.208559,0.50267199,256,764.7982138,9,4.300000191,3.5,5.800000191,57.20000076,34.09999847,38.40000153,44.5,7831,1170,305.8
1927,33.870054,133.379202,Sheldon ,C3,Thuja standishii,Thuja,standishii,-23.47237235,17.09359969,19,AM,NA,12.78013528,728.191016,0.373389616,582,2069.4125,6.099999905,2.700000048,1.700000048,4,99.80000305,38.29999924,23.70000076,65.09999847,28465,859,306.2
1928,48.014438,-113.805662,Sheldon ,C3,Thuja plicata,Thuja,plicata,-27.93443935,21.77264601,5.2021,AM,NA,8.337127976,870.3452399,0.496140767,1525,349.1750002,6,1.899999976,1.299999952,2.599999905,86.5,29.20000076,19.10000038,48.59999847,6498,1075,306.6
1928,48.1152,-114.035,Sheldon ,C3,Thuja plicata,Thuja,plicata,-28.10939705,21.95658337,5.2021,AM,NA,9.663169643,846.6045574,0.503117045,1083,332.1785713,5.300000191,1.799999952,1.700000048,2.099999905,64.5,19.70000076,14.30000019,30.89999962,4803,1174,306.6
1928,46.232926,-113.261306,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-25.41265276,19.12876543,14.9105,EcM-AM,NA,9.433645125,858.5402651,0.626434107,2098,242.6982146,4.900000095,1.399999976,0.800000012,2.299999952,58.5,14.39999962,6.800000191,25.10000038,3408,1173,306.6
1929,45.99,-86.03,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-29.26367173,23.17176259,11.9971,AM,NA,12.16235828,817.3843091,0.357696493,183,0,NA,NA,NA,NA,NA,NA,NA,NA,8924,882,307.2
1930,42.013,-86.52,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-26.62682952,20.41029085,19.809,AM,NA,13.5928364,796.4424726,0.463055831,176,0,8,2.400000095,2,2.900000095,73.40000153,19.29999924,15.19999981,23.10000038,8564,1116,307.5
1930,29.51,103.312225,Sheldon ,C3,Ginkgo biloba,Ginkgo,biloba,-25.775,19.52299374,128.82,AM,NA,14.67559524,690.3290816,0.369706584,979,1119.885715,5.800000191,2.599999905,2.099999905,4.300000191,74.80000305,34.09999847,23.60000038,43.90000153,13309,722,307.5
1930,43.0711,-84.753659,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.53996912,18.15550464,53.21405,AM,NA,13.1818006,798.7989322,0.469711697,235,675.5875012,8.899999619,2.599999905,2.299999952,3.400000095,44.79999924,29,30.20000076,35.70000076,7810,1049,307.5
1930,47.98018,-88.88849,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-28.2234786,22.01481321,11.236,EcM-AM,NA,11.52107426,843.4183808,0.304214793,187,0,7.800000191,1.299999952,1,3.200000048,89.90000153,28.5,16.20000076,49.5,8845,843,307.5
1930,40.736447,-123.933239,Sheldon ,C3,Thuja plicata,Thuja,plicata,-24.52088374,18.2073439,0.100000001,AM,NA,10.63690476,719.9921634,0.377107395,727,1379.08571,7.5,1.700000048,1.200000048,2.299999952,132.8000031,30.89999962,18.39999962,49.09999847,12099,1292,307.5
1930,42.239432,-84.407183,Sheldon ,C3,Pinus strobus,Pinus,strobus,-27.06467625,20.86950258,6.538399921,EcM,NA,13.2292785,791.7474287,0.477834247,298,725.5982153,13.39999962,6.800000191,6.599999905,7.199999809,65.5,95.30000305,71.09999847,78.90000153,7509,1085,307.5
1931,48.208939,-84.443075,Sheldon ,C3,Pinus strobus,Pinus,strobus,-26.80855612,20.60083475,11.9971,EcM,NA,10.35874787,852.4860288,0.2873961,385,597.5571434,4.199999809,1.799999952,1.399999976,2.799999952,46,18.39999962,6.099999905,31.29999924,11748,768,308
1931,48.09472,-123.80583,Sheldon ,C3,Thuja plicata,Thuja,plicata,-26.35352815,20.13413361,4.815,AM,NA,8.975662879,619.5651225,0.250455211,266,0,8.199999809,3,2.599999905,4.400000095,82.30000305,35,25,58,23693,825,308
1931,47.95,-88.76,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-23.81053621,17.47666498,11.236,AM,NA,11.52107426,843.4183808,0.304214793,187,0,NA,NA,NA,NA,NA,NA,NA,NA,9159,802,308
1931,46.5022,-84.5501,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.3131608,18.00081757,8.49,AM,NA,11.32536848,821.3725126,0.325294564,191,0,NA,NA,NA,NA,NA,NA,NA,NA,10207,860,308
1932,41.058453,-124.142429,Sheldon ,C3,Thuja plicata,Thuja,plicata,-24.96747936,18.69422709,0.2,AM,NA,12.0358631,710.3546735,0.360059056,185,0,8.100000381,2.299999952,1.700000048,3.099999905,139.5,35.59999847,24.20000076,60.09999847,12949,1028,308.3
1932,43.84,-82.65,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.53954132,18.24732223,23.409,AM,NA,12.49798205,823.3048574,0.388192085,214,634.0071434,5.699999809,2.5,2.299999952,2.799999952,65.5,17.70000076,7.800000191,36.09999847,8654,1000,308.3
1932,41.361877,-72.104123,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.41819692,18.12067103,4.0065,AM,NA,12.67425956,759.8081154,0.465165305,32,0,NA,NA,NA,NA,NA,NA,NA,NA,10582,1166,308.3
1932,43.847206,-82.651732,Sheldon ,C3,Pinus strobus,Pinus,strobus,-24.75516562,18.47245429,23.409,EcM,NA,12.49798205,823.3048574,0.388192085,214,634.0071434,NA,NA,NA,NA,NA,NA,NA,NA,8703,998,308.3
1932,45.680439,-82.086264,Sheldon ,C3,Pinus strobus,Pinus,strobus,-25.15671754,18.89197769,3.59,EcM,NA,11.29942602,839.6178868,0.288980003,203,0,6.5,3.099999905,2.700000048,3.900000095,93.90000153,28.70000076,21.20000076,52.40000153,10256,872,308.3
1932,51.08332,-117.542275,Sheldon ,C3,Pinus strobus,Pinus,strobus,-24.63449724,18.34645288,17.8985,EcM,NA,5.808244048,885.2904537,0.360791854,1768,582.4303576,6.800000191,4.300000191,3.400000095,5.400000095,54.5,26.70000076,22.10000038,48.70000076,20104,831,308.3
1933,43.857799,-110.510466,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-26.04674812,19.72040042,17.1392,EcM-AM,NA,9.070386905,931.8149181,0.669049358,2386,295.5642853,5.099999905,1.700000048,1.299999952,2.200000048,84.40000153,16.10000038,8.5,29.29999924,5211,1174,308.9
1933,37.57,126.9781944,Sheldon ,C3,Ginkgo biloba,Ginkgo,biloba,-27.27,21.11071767,5.5,AM,NA,14.93311824,884.414572,0.523976708,59,1266.782142,NA,NA,NA,NA,NA,NA,NA,NA,12004,1118,308.9
1933,48.7198,-113.7938,Sheldon ,C3,Thuja plicata,Thuja,plicata,-27.07520129,20.79831999,5.2021,AM,NA,6.888486395,888.5216498,0.483620541,1789,336.267858,6.099999905,1.899999976,1.700000048,3.299999952,84.69999695,31.5,27.70000076,54.59999847,7972,1002,308.9
1934,43.645826,-84.242041,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-24.41692489,18.00351537,51.938,EcM-AM,NA,12.88998512,805.8034657,0.454465118,204,636.2696422,14.60000038,4.800000191,4.900000095,5.5,77.19999695,51.70000076,46.70000076,72.19999695,7336,1049,309.3
1934,37.613685,-105.189274,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-24.4089987,17.9952446,8.0155,EcM-AM,NA,9.161383929,1007.440835,0.686575685,2704,295.3499999,5.5,1.299999952,0.800000012,2,76.40000153,16.70000076,8.199999809,31.20000076,3339,1362,309.3
1934,45.228611,-117.272042,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-25.88624273,19.53903493,15.0013,EcM-AM,NA,9.494920055,835.6844636,0.678433546,1834,356.5392861,5.300000191,1.600000024,1.100000024,2.299999952,92.59999847,26.20000076,15.10000038,49.79999924,7067,1000,309.3
1934,37.816255,-105.507469,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-26.02632,19.70928003,8.0155,EcM-AM,NA,11.10469246,979.9219309,0.754939534,2427,187.8999999,3.099999905,1.700000048,1.299999952,2.5,38.90000153,16.89999962,9.899999619,27.20000076,2680,1398,309.3
1934,47.63306,-121.965,Sheldon ,C3,Thuja plicata,Thuja,plicata,-26.55114205,20.23541544,4.6917,AM,NA,9.835808983,629.1418843,0.422662401,466,1788.816071,12.30000019,1.799999952,1.299999952,4.300000191,73.90000153,25.60000038,20.29999924,46.59999847,14372,984,309.3
1934,43.599174,-84.550602,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-27.46949958,21.19882058,51.938,EcM-AM,NA,12.84308886,805.3233282,0.451980146,259,640.2303574,14.39999962,5.099999905,5.300000191,5.800000191,69.90000153,28,21.5,44,7632,1019,309.3
1935,43.963044,-84.947155,Sheldon ,C3,Pinus strobus,Pinus,strobus,-25.78998218,19.37978653,51.938,EcM,NA,12.84308886,805.3233282,0.451980146,259,640.2303574,10.39999962,3.5,3.5,4.900000095,52,21.79999924,10.89999962,38.5,7968,985,309.7
1935,38.709283,-105.141505,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-23.2308768,16.70904251,8.49,EcM-AM,NA,9.481281888,961.052799,0.673147516,2612,309.9232146,3.700000048,1.399999976,0.899999976,2.5,44.70000076,16.79999924,11.69999981,30.89999962,3471,1362,309.7
1936,40.17547,-120.889274,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-26.93571686,20.66226991,15.80000019,EcM-AM,NA,9.930239448,877.5552926,0.698257999,1619,646.4374998,5.400000095,1.200000048,0.899999976,2.799999952,83.30000305,22.29999924,13.39999962,46.09999847,6072,1477,310.1
1936,44.5072,-69.019144,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-26.22296523,19.94600872,4.338,AM,NA,11.54799461,796.749247,0.348034173,106,795.5928571,6.900000095,1.399999976,0.899999976,2.400000095,119.8000031,19.79999924,8.399999619,32.70000076,11420,1034,310.1
1936,48.0834,-89.63345,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-23.71679274,17.29702264,11.236,AM,NA,10.75904549,869.8438089,0.34074965,396,541.0767861,4.900000095,1.5,1.100000024,4,54.29999924,13.5,8.5,43.40000153,8940,850,310.1
1936,41.6334,-87.08338,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.32355438,18.97404463,7.02,AM,NA,13.72453959,800.6518963,0.473439131,181,0,7.900000095,3.400000095,3.099999905,4.699999809,56.79999924,17.20000076,9.800000191,28,8535,1130,310.1
1936,46.779696,-92.159319,Sheldon ,C3,Pinus strobus,Pinus,strobus,-25.3933412,19.04700838,3.9134,EcM,NA,12.48439626,829.8553313,0.457351825,339,614.7160697,NA,NA,NA,NA,NA,NA,NA,NA,8467,923,310.1
1936,46.7637,-92.133229,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.37177023,18.01072344,3.9134,AM,NA,12.48439626,829.8553313,0.457351825,339,614.7160697,NA,NA,NA,NA,NA,NA,NA,NA,8120,940,310.1
1936,38.012837,128.082273,Sheldon ,C3,Platycladus orientalis,Platycladus,orientalis,-26.05279474,19.73699872,19,AM,NA,13.32292659,862.7233359,0.44500572,588,1225.569643,5.599999905,1.5,1.200000048,2.400000095,69.5,24.5,19.10000038,47.59999847,11375,1010,310.1
1937,42.548248,-114.42886,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-27.97871093,21.77803219,59.8572,EcM-AM,NA,11.85261454,832.5889875,0.811868061,1232,222.7767852,1.399999976,0.699999988,0.600000024,1,16.10000038,8,4.400000095,12,1540,1635,310.6
1937,48.604542,-113.886629,Sheldon ,C3,Thuja plicata,Thuja,plicata,-25.42534165,19.10099087,5.2021,AM,NA,6.888486395,888.5216498,0.483620541,1789,336.267858,5.400000095,1.299999952,0.899999976,2.099999905,82.90000153,19,9.699999809,39.70000076,5090,1147,310.6
1937,39.669183,-105.041201,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-24.3109344,17.93699962,11.7129,EcM-AM,NA,10.59856789,906.7733604,0.675387221,2135,367.5285717,NA,NA,NA,NA,NA,NA,NA,NA,2462,1794,310.6
1937,39.990546,-107.236047,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-25.5051525,19.18445495,30.54,EcM-AM,NA,7.96837585,1006.53987,0.6671728,2814,297.4964282,6.300000191,1.600000024,1.100000024,3.099999905,110.1999969,19.89999962,10.80000019,38.5,4361,1178,310.6
1937,40.174847,-107.702267,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-27.4875744,21.26201564,34.117,EcM-AM,NA,10.6051233,977.6536798,0.725697227,2165,293.0821428,5.5,2.200000048,1.700000048,3,82,21.39999962,15.19999981,35.29999924,3341,1391,310.6
1937,40.046306,-78.883891,Sheldon ,C3,Pinus strobus,Pinus,strobus,-26.35474256,20.07378192,9.732,EcM,NA,12.59549829,727.1293706,0.464861823,593,989.69643,9.5,1.200000048,0.899999976,2.799999952,159.6000061,15,9.5,42.79999924,10336,1041,310.6
1938,43.4997,-87.8504,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-23.76865083,17.38179259,30.579,AM,NA,13.42383117,806.0947209,0.461605047,188,0,8.800000191,2.400000095,1.899999976,2.799999952,42.29999924,12.60000038,9.800000191,23.10000038,7872,1017,311
1938,47.9704,-66.954807,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.88958898,19.56614852,159.8880029,AM,NA,10.42809311,836.893717,0.325788413,251,675.6946422,5.099999905,2.200000048,1.299999952,3.700000048,71.90000153,36.29999924,15.19999981,60.40000153,13413,791,311
1938,44.175007,-122.13685,Sheldon ,C3,Thuja plicata,Thuja,plicata,-26.48327465,20.21873291,3.8354,AM,NA,8.981700036,705.4949876,0.41198065,905,1095.487503,8.800000191,1.700000048,1.100000024,2.700000048,149.6000061,25.70000076,15.69999981,52.70000076,12330,1313,311
1938,45.064849,-87.124231,Sheldon ,C3,Pinus strobus,Pinus,strobus,-26.7695042,20.51878182,28.344,EcM,NA,12.48790037,818.4474084,0.381699811,184,0,NA,NA,NA,NA,NA,NA,NA,NA,7754,989,311
1938,29.51,103.312225,Sheldon ,C3,Ginkgo biloba,Ginkgo,biloba,-26.52,20.25582943,128.82,AM,NA,14.67559524,690.3290816,0.369706584,979,1119.885715,5.800000191,2.599999905,2.099999905,4.300000191,74.80000305,34.09999847,23.60000038,43.90000153,13309,722,311
1938,43.562434,-89.792489,Sheldon ,C3,Pinus strobus,Pinus,strobus,-26.08555986,19.80210896,33.279,EcM,NA,13.19741142,819.9413923,0.45458801,285,709.3232153,7.800000191,2.299999952,2.299999952,3,48.29999924,8.300000191,7.400000095,21.79999924,7782,1040,311
1939,41.412588,-116.0578,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-26.61140776,20.27084344,14,EcM-AM,NA,10.31169147,944.3604846,0.835119203,1941,225.2660715,2.900000095,1.5,1.200000048,2.299999952,33.79999924,14.69999981,8.300000191,24.60000038,2167,1586,311.2
1939,36.277223,-115.483495,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-26.7390786,20.40468097,2.875,EcM-AM,NA,17.81860119,961.2115477,1.615304423,985,167.2785712,0.600000024,0.600000024,0.5,0.600000024,7.099999905,5.900000095,3.799999952,6.400000095,911,2414,311.2
1939,46.779696,-92.159319,Sheldon ,C3,Pinus strobus,Pinus,strobus,-26.51581504,20.17065644,3.9134,EcM,NA,12.48439626,829.8553313,0.457351825,339,614.7160697,NA,NA,NA,NA,NA,NA,NA,NA,8467,923,311.2
1939,45.0025,-88.6668,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-26.06736049,19.70091124,13.88,AM,NA,12.17599561,831.6162889,0.370879322,423,624.3392853,8.699999809,0.899999976,0.600000024,2,52.29999924,11.5,8.5,18.70000076,8302,956,311.2
1940,63.1729,-116.807074,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-26.79000701,20.56083184,33.7,AM,NA,10.36857143,844.6562535,0.459140413,204,138.7035714,3.599999905,3.700000048,3.799999952,4.300000191,129.3999939,113,109.4000015,118.5999985,4285,644,311.3
1940,45.511652,-94.153586,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-27.10496052,20.8912161,6.066,EcM-AM,NA,13.64697066,856.5503849,0.552428954,347,600.0571427,3.799999952,1.399999976,0.800000012,2.400000095,48,13.10000038,9.399999619,24.79999924,6467,1086,311.3
1940,43.6829,-87.7665,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.74424468,19.46536582,28.344,AM,NA,12.980709,792.8908108,0.478021382,209,658.9928573,7.5,1.799999952,1.5,2.700000048,37.59999847,11.80000019,9.399999619,23.39999962,7879,1025,311.3
1940,44.958632,-92.169586,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-27.48824347,21.2935662,5.079,EcM-AM,NA,13.85995961,821.7025299,0.534336241,321,682.0267851,6.099999905,1.200000048,0.699999988,2.599999905,49.5,8.800000191,5.199999809,21.70000076,7762,1030,311.3
1941,49.404054,-121.42047,Sheldon ,C3,Thuja plicata,Thuja,plicata,-23.65879315,17.27755935,6.8098,AM,NA,8.065522251,808.7687335,0.359505521,1190,594.3107143,7.199999809,2.700000048,2.299999952,4.300000191,80.59999847,34.29999924,26.60000038,57.09999847,0,NA,311
1941,45.235,-75.904,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-24.60137212,18.26060813,19.907,AM,NA,12.80620394,843.1360541,0.447357307,93,645.4446433,5.699999809,6.300000191,6.199999809,5.300000191,65.09999847,37.79999924,33.90000153,41.59999847,9563,942,311
1941,41.985355,-89.580423,Sheldon ,C3,Pinus strobus,Pinus,strobus,-25.58260136,19.28598708,20.348,EcM,NA,14.26009276,824.6902098,0.526688314,210,817.5464283,5.300000191,1.5,1,2.299999952,33.59999847,11.80000019,9.5,20.89999962,8337,1123,311
1941,42.068293,-83.972564,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-24.93380886,18.60777148,18.85235,EcM-AM,NA,13.65747565,791.4461768,0.557960826,253,727.0053554,9.300000191,7.800000191,8,6.699999809,40.20000076,24.29999924,23.89999962,35,8030,1075,311
1942,47.562003,-120.77951,Sheldon ,C3,Thuja plicata,Thuja,plicata,-25.24369655,18.93160012,3.8685,AM,NA,8.812942885,756.2201326,0.479270505,1164,509.1839281,6.099999905,2,1.799999952,2.299999952,63.70000076,23.5,18.20000076,34.20000076,7865,1088,310.7
1942,48.0892,-88.579,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-25.26867588,18.95771216,11.236,AM,NA,10.99221939,853.7790654,0.30204348,198,0,8.199999809,2.299999952,1.399999976,5.199999809,109.8000031,40.59999847,37.5,109.5999985,8974,827,310.7
1942,37.91,-122.2880733,Sheldon ,C3,Ginkgo biloba,Ginkgo,biloba,-25.85,19.56209732,12.214,AM,NA,14.46339286,895.6447832,0.470658497,91,0,NA,NA,NA,NA,NA,NA,NA,NA,4809,1561,310.7
1942,48.110829,-88.534929,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-27.23900592,21.02161378,11.236,EcM-AM,NA,10.99221939,853.7790654,0.30204348,198,0,8.199999809,2.900000095,2.200000048,5.199999809,167.3000031,59.5,41.79999924,115.5999985,9031,822,310.7
