"","x"
"1",0.188304612313037
"2",0.189465167411566
"3",0.168074880929805
"4",0.231846104623409
"5",0.224414618789188
"6",0.267353221280191
"7",0.260583172395044
"8",0.275013499512134
"9",0.247768760791946
"10",0.207046456884099
"11",0.190679344096394
"12",0.174489271738503
"13",0.251297147202552
"14",0.272526591863835
"15",0.288946004347927
"16",0.319643647784543
"17",0.378777557715711
"18",0.384040705721277
"19",0.3280879536846
"20",0.297801705972449
"21",0.277777108392064
"22",0.263496418826564
"23",0.242754623784696
"24",0.22655122075066
"25",0.200862238118431
"26",0.298679836321812
"27",0.281988528170209
"28",0.299794338101844
"29",0.034312537120708
"30",0.261053264565379
"31",0.078075832053152
"32",0.0779188190687092
"33",0.255597245549833
"34",0.271651803810028
"35",0.285168289349463
"36",0.304614866687166
"37",0.330086912534333
"38",0.3249904607309
"39",0.306168846611827
"40",0.313849900323732
"41",0.316882322604888
"42",0.299674987862996
"43",0.271198587514747
"44",0.245880578992104
"45",0.218152690180134
"46",0.117892164592055
"47",0.0355116693731807
"48",0.0347865953114434
"49",0.0373855659123843
"50",0.0905351425699538
"51",0.0902146253381168
"52",0.237871442210168
"53",0.289295575029514
"54",0.327634962253624
"55",0.306634367621634
"56",0.311524057094883
"57",0.319008142978573
"58",0.308526289987721
"59",0.301672881305408
"60",0.318851908222645
"61",0.313152129102046
"62",0.301911664442948
"63",0.273310961483657
"64",0.246526304249416
"65",0.27464975931179
"66",0.278675761005105
"67",0.30749423380791
"68",0.317444702106226
"69",0.317936388010191
"70",0.31479545284427
"71",0.330142328840312
"72",0.294548800538167
"73",0.341542844982629
"74",0.34540009259188
"75",0.328627187257638
"76",0.312587238089969
"77",0.281517228680578
"78",0.134781027564578
"79",0.136623623049227
"80",0.284667483318986
"81",0.242247053523174
"82",0.307529207460368
"83",0.340403126758759
"84",0.337496717473569
"85",0.325226882369128
"86",0.315838987213198
"87",0.325563001777857
"88",0.332510702921579
"89",0.348841972119268
"90",0.351522930845695
"91",0.34476760673594
"92",0.327313025844968
"93",0.352670780892578
"94",0.222205290403772
"95",0.234876811346993
"96",0.318227529713235
"97",0.32057154524388
"98",0.335482858802663
"99",0.347359146341683
"100",0.339839815961248
"101",0.349861349326215
"102",0.352823857255646
"103",0.369521894205907
"104",0.385548241496874
"105",0.390316510241891
"106",0.388245874952743
"107",0.370722173103551
"108",0.339109171071926
"109",0.126041854573233
"110",0.31659632039422
"111",0.286540858420633
"112",0.27684086838439
"113",0.265061693524388
"114",0.305081311635661
"115",0.318090261253196
"116",0.351634505922609
"117",0.408095243024638
"118",0.368733274858872
"119",0.364348639200567
"120",0.396109562627481
"121",0.411966405804739
"122",0.417639607465067
"123",0.426081380971698
"124",0.428890318303893
"125",0.408084954914203
"126",0.42025774471083
"127",0.134974895637984
"128",0.122908851957509
"129",0.111452155273291
"130",0.091666246113908
"131",0.0853507649566336
