"","x"
"200",8.65347673160173
"201",3.57939935064935
"202",3.40653248041641
"203",3.42494092712843
"204",3.81691017316017
"205",7.05
"206",7.69181547619048
"207",6.71056547619048
"208",5.79430465367965
"209",6.30718344155844
"210",4.62705582611833
"211",4.45955344258916
"212",6.0866351010101
"213",6.39741251803752
"214",7.04768127705628
"215",7.70570707070707
"216",8.34362283549784
"217",8.9446617965368
"218",8.94342532467532
"219",9.13165043290043
"220",8.98270292207792
"221",9.14965909090909
"222",8.94811417748918
"223",8.90125811688312
"224",4.07541666666667
"225",3.20379734848485
"226",4.2774053030303
"227",4.33978354978355
"228",7.55133928571429
"229",6.88571428571429
"230",6.77633928571429
"231",6.39985119047619
"232",4.80915539321789
"233",4.96390151515152
"234",6.21425414862915
"235",6.1225229978355
"236",6.36354437229437
"237",7.17964285714286
"238",8.1638005050505
"239",8.85496212121212
"240",8.73551406926407
"241",8.60702380952381
"242",8.72287337662338
"243",9.0426461038961
"244",9.38940746753247
"245",9.89435876623377
"246",9.72428300865801
"247",4.6799025974026
"248",4.61972402597403
"249",7.65119047619048
"250",7.34122023809524
"251",6.4464420995671
"252",5.93876803751804
"253",5.53241792929293
"254",5.96758207070707
"255",6.37075577200577
"256",6.75859938672439
"257",7.49040313852814
"258",8.12435786435786
"259",8.2360082972583
"260",7.81630591630592
"261",8.44565566378066
"262",8.66223214285714
"263",9.29386634199134
"264",9.59126082251082
"265",9.73406385281385
"266",9.95416666666667
"267",10.1779761904762
"268",8.2608630952381
"269",8.03526785714286
"270",6.86976461038961
"271",5.92362554112554
"272",5.45404401154401
"273",5.90592306998557
"274",6.02826794733045
"275",6.71835046897547
"276",7.31654761904762
"277",7.89075487012987
"278",7.92790133477633
"279",7.75511544011544
"280",7.70453102453102
"281",8.34226370851371
"282",9.32742694805195
"283",10.0950892857143
"284",10.1373511904762
"285",10.2041666666667
"286",10.2616071428571
"287",10.25625
"288",6.94372294372294
"289",4.66805916305916
"290",4.7274522005772
"291",6.38128787878788
"292",6.86909181096681
"293",6.88492965367965
"294",7.38233315295815
"295",7.93666396103896
"296",7.62881673881674
"297",8.21692821067821
"298",7.93215728715729
"299",9.2584604978355
"300",10.1131899350649
"301",10.5441964285714
"302",10.5739583333333
"303",10.6970238095238
"304",10.6071428571429
"305",10.3748511904762
"306",9.53154761904762
"307",9.38928571428571
"308",6.59270833333333
"309",8.38095238095238
"310",8.24761904761905
"311",8.42172619047619
"312",5.24205717893218
"313",4.34616567460317
"314",6.12660082972583
"315",5.97372925685426
"316",6.32726325757576
"317",7.07734307359307
"318",8.20237283549783
"319",8.66429383116883
"320",9.23743777056277
"321",9.38491612554112
"322",10.2966856060606
"323",10.6639880952381
"324",10.9171130952381
"325",11.4486607142857
"326",4.36369047619048
"327",5.10059523809524
"328",9.61994047619048
"329",10.1363095238095
"330",9.9125
"331",9.37157738095238
"332",9.58005952380952
"333",8.36919642857143
"334",7.14107142857143
"335",7.51458333333333
"336",7.04393398268398
"337",6.03667207792208
"338",5.40232954545455
"339",5.70361291486291
"340",6.72524440836941
"341",7.49239448051948
"342",7.70304112554113
"343",8.49862554112554
"344",9.13526785714286
"345",9.69271103896104
"346",9.77811688311688
"347",10.8370535714286
"348",11.7113095238095
"349",5.49568452380952
"350",8.46651785714286
"351",8.84627976190476
"352",9.65848214285714
"353",9.93005952380952
"354",9.94404761904762
"355",9.31666666666667
"356",9.80372023809524
"357",10.0241071428571
"358",8.08258928571429
"359",7.95550595238095
"360",8.48690476190476
"361",6.16147186147186
"362",5.90367334054834
"363",6.3651424963925
"364",6.44171626984127
"365",7.07701028138528
"366",7.96462662337662
"367",8.80311147186147
"368",9.07572781385281
"369",9.9915367965368
"370",10.6219967532468
"371",10.3537202380952
"372",10.9525297619048
"373",10.3857142857143
"374",6.27897727272727
"375",5.56817640692641
"376",8.5514880952381
"377",9.08214285714286
"378",9.09136904761905
"379",8.82901785714286
"380",7.64303300865801
"381",9.06889880952381
"382",10.0159226190476
"383",8.41056547619048
"384",8.24092261904762
"385",8.31264880952381
"386",6.60363906926407
"387",6.31100108225108
"388",6.22789051226551
"389",5.98378878066378
"390",6.89018398268398
"391",7.97772456709957
"392",8.84751082251082
"393",8.83026244588745
"394",10.0945508658009
"395",10.6440340909091
"396",10.8270833333333
"397",11.5188988095238
"398",11.6190476190476
"399",12.6880952380952
"400",12.264880952381
"401",12.5401785714286
"402",7.34859307359307
"403",5.47448142135642
"404",6.82291666666667
"405",6.12114808802309
"406",6.82080627705628
"407",7.90710768398268
"408",7.89038149350649
"409",7.448079004329
"410",9.43482142857143
"411",11.1083333333333
"412",9.49479166666667
"413",8.68303571428571
"414",8.38080357142857
"415",7.84479166666667
"416",6.30705898268398
"417",5.6617784992785
"418",6.94182088744589
"419",8.06718614718615
"420",7.90113365800866
"421",8.95348755411255
"422",8.34863636363636
"423",9.30234036796537
"424",10.0157007575758
"425",10.6456845238095
"426",11.31875
"427",12.071130952381
"428",11.9520833333333
"429",11.9974702380952
"430",12.463244047619
"431",6.38790584415584
"432",5.20662788600289
"433",5.92778409090909
"434",6.2424512987013
"435",7.95741612554113
"436",7.75616973304473
"437",7.13320256132756
"438",9.53244047619048
"439",10.9190476190476
"440",12.6138392857143
"441",9.33392857142857
"442",9.40744047619048
"443",9.09747023809524
"444",6.59238365800866
"445",5.87525252525253
"446",6.97645833333333
"447",7.55706980519481
"448",7.73738365800866
"449",8.39112283549784
"450",8.31861201298701
"451",9.39723214285714
"452",9.72436147186147
"453",10.524375
"454",11.4568452380952
"455",12.0755952380952
"456",12.2049107142857
"457",11.9633928571429
"458",11.9931547619048
"459",12.8334821428571
"460",7.96994047619048
"461",6.0181231962482
"462",6.67467893217893
"463",7.03721771284271
"464",8.66121482683983
"465",8.76041666666667
"466",10.7227678571429
"467",11.527380952381
"468",12.6596726190476
"469",12.6549107142857
"470",9.7608630952381
"471",10.01875
"472",9.99880952380952
"473",9.2077380952381
"474",8.01800595238095
"475",6.69599567099567
"476",6.52433531746032
"477",7.650670995671
"478",7.53154491341991
"479",7.61089556277056
"480",8.72277867965368
"481",9.40436958874459
"482",10.56170995671
"483",11.5263392857143
"484",11.9333333333333
"485",12.3702380952381
"486",12.6342261904762
"487",12.6363095238095
"488",12.5330357142857
"489",13.411755952381
"490",9.10297619047619
"491",10.8828869047619
"492",10.3095238095238
"493",11.1441964285714
"494",9.60654761904762
"495",6.40109307359307
"496",5.98822691197691
"497",6.3799025974026
"498",8.40223214285714
"499",10.9583333333333
"500",11.6544642857143
"501",11.6849702380952
"502",10.0519345238095
"503",10.0108630952381
"504",10.2107142857143
"505",8.00892857142857
"506",6.701920995671
"507",7.04247564935065
"508",8.1628382034632
"509",8.02630411255411
"510",7.81402326839827
"511",8.58916125541126
"512",9.97326569264069
"513",10.2083874458874
"514",10.901829004329
"515",11.9458333333333
"516",12.3995535714286
"517",12.5446428571429
"518",12.8971726190476
"519",13.4075892857143
"520",13.7629464285714
"521",13.5072916666667
"522",13.9400297619048
"523",10.6610119047619
"524",9.49494047619048
"525",9.29925595238095
"526",11.2889880952381
"527",11.7796130952381
"528",11.5355654761905
"529",11.9285714285714
"530",9.36026785714286
"531",5.42632485569986
"532",6.23540313852814
"533",8.55639880952381
"534",9.80535714285714
"535",11.6650297619048
"536",11.3620535714286
"537",9.79985119047619
"538",10.0110119047619
"539",10.4261904761905
"540",8.81636904761905
"541",6.33603084415584
"542",6.81868235930736
"543",7.26266774891775
"544",9.00793831168831
"545",8.72155573593074
"546",9.15003787878788
"547",9.19799783549784
"548",8.96133387445887
"549",9.54779220779221
"550",10.0578057359307
"551",12.1191964285714
"552",12.9050595238095
"553",12.9346726190476
"554",13.3313988095238
"555",13.50625
"556",13.5761904761905
"557",13.3165178571429
"558",12.928869047619
"559",11.813244047619
"560",10.105505952381
"561",8.48110119047619
"562",9.39806547619048
"563",10.9647321428571
"564",11.4995535714286
"565",12.3494047619048
"566",10.6967261904762
"567",9.88854166666667
"568",7.52321428571429
"569",7.08912608225108
"570",9.95044642857143
"571",11.477380952381
"572",9.38288690476191
"573",9.73660714285714
"574",10.383630952381
"575",9.30342261904762
"576",5.92794913419913
"577",7.05411255411255
"578",7.92316829004329
"579",8.65376082251082
"580",8.83005952380952
"581",8.76942640692641
"582",8.24506493506493
"583",8.45768127705628
"584",8.93275703463203
"585",10.0285768398268
"586",11.3988095238095
"587",12.7709821428571
"588",13.0241071428571
"589",13.649255952381
"590",13.8308035714286
"591",13.8327380952381
"592",14.6386904761905
"593",13.3316964285714
"594",11.8066964285714
"595",9.92767857142857
"596",8.43422619047619
"597",9.07261904761905
"598",9.93377976190476
"599",10.8232142857143
"600",12.3434523809524
"601",11.3752976190476
"602",9.83020833333333
"603",7.05507305194805
"604",6.54222943722944
"605",7.33645833333333
"606",9.61636904761905
"607",10.6200892857143
"608",10.3028273809524
"609",10.3209821428571
"610",9.36934523809524
"611",7.40401785714286
"612",7.10827380952381
"613",6.82309794372294
"614",7.84635281385281
"615",8.04529761904762
"616",7.97092983405483
"617",8.00474116161616
"618",8.66877705627706
"619",9.05487554112554
"620",10.2798593073593
"621",10.9231195887446
"622",11.8199404761905
"623",12.6427083333333
"624",13.703125
"625",13.9720238095238
"626",11.6636904761905
"627",10.7794642857143
"628",8.31383928571429
"629",7.57514880952381
"630",8.48794642857143
"631",11.6528273809524
"632",9.93005952380952
"633",11.9233630952381
"634",10.7572916666667
"635",8.52857142857143
"636",7.90193452380952
"637",7.53214285714286
"638",9.68511904761905
"639",12.7373511904762
"640",11.1407738095238
"641",10.0510416666667
"642",10.1471726190476
"643",9.66755952380952
"644",7.40654761904762
"645",6.44079545454545
"646",7.10072781385281
"647",7.6531737012987
"648",8.16002164502165
"649",8.77505411255411
"650",9.7215395021645
"651",9.95641774891775
"652",10.203262987013
"653",10.6922483766234
"654",11.0287608225108
"655",11.2151785714286
"656",12.6489583333333
"657",13.6474702380952
"658",14.3559523809524
"659",15.1098214285714
"660",14.9675595238095
"661",14.8260416666667
"662",14.6787202380952
"663",12.1604166666667
"664",9.70803571428571
"665",10.0924107142857
"666",12.0561011904762
"667",12.1754464285714
"668",11.8043154761905
"669",10.9904761904762
"670",12.8872023809524
"671",9.14449404761905
"672",9.72633928571429
"673",11.0811011904762
"674",10.9215773809524
"675",12.0720238095238
"676",12.6889880952381
"677",11.516369047619
"678",11.771875
"679",11.9330357142857
"680",9.65580357142857
"681",10.2839285714286
"682",10.4877976190476
"683",7.85282738095238
"684",7.12945075757576
"685",7.14656926406926
"686",8.80697510822511
"687",9.21597943722944
"688",8.74152326839827
"689",9.12688582251082
"690",9.5861553030303
"691",10.588979978355
"692",11.1246753246753
"693",12.1485119047619
"694",13.1221726190476
"695",13.9095238095238
"696",14.389880952381
"697",14.655505952381
"698",14.7674107142857
"699",14.528869047619
"700",14.5227678571429
"701",14.4389880952381
"702",14.1324404761905
"703",13.7479166666667
"704",12.874255952381
"705",12.9040178571429
"706",12.0714285714286
"707",12.7352678571429
"708",12.9479166666667
"709",13.0260416666667
"710",13.4796130952381
"711",11.0974702380952
"712",10.8340773809524
"713",12.860119047619
"714",11.343005952381
"715",11.2800595238095
"716",12.0909226190476
"717",10.1129464285714
"718",10.3075892857143
"719",10.7686011904762
"720",8.975
"721",7.24841720779221
"722",7.61637445887446
"723",9.47938311688312
"724",9.99241071428571
"725",9.8811066017316
"726",9.86994318181818
"727",10.4538717532468
"728",11.1375946969697
"729",11.9931547619048
"730",13.1616071428571
"731",13.891369047619
"732",14.6303571428571
"733",14.9409226190476
"734",15.0214285714286
"735",14.9342261904762
"736",14.7678571428571
"737",14.7886904761905
"738",14.7752976190476
"739",14.4907738095238
"740",14.231994047619
"741",11.8010416666667
"742",12.4208333333333
"743",12.2263392857143
"744",12.9380952380952
"745",12.9876488095238
"746",13.1988095238095
"747",13.0066964285714
"748",13.4700892857143
"749",13.0556547619048
"750",12.1800595238095
"751",11.6918154761905
"752",12.8629464285714
"753",10.6697916666667
"754",10.7421130952381
"755",10.7224702380952
"756",9.38571428571429
"757",7.67206439393939
"758",8.14151785714286
"759",9.31922348484848
"760",10.3241071428571
"761",11.8465773809524
"762",12.2848214285714
"763",12.1328869047619
"764",12.2383928571429
"765",13.2129464285714
"766",13.8645833333333
"767",14.4285714285714
"768",14.8924107142857
"769",15.2046130952381
"770",15.2994047619048
"771",15.1459821428571
"772",15.0941964285714
"773",15.040625
"774",15.0311011904762
"775",14.9514880952381
"776",14.644494047619
"777",12.7389880952381
"778",12.9066964285714
"779",12.0938988095238
"780",13.0494047619048
"781",13.4337797619048
"782",12.9349702380952
"783",12.5174107142857
"784",12.7019345238095
"785",12.2107142857143
"786",10.591369047619
"787",10.1330357142857
"788",13.0816964285714
"789",11.0017857142857
"790",10.9331845238095
"791",10.9547619047619
"792",8.81443452380952
"793",8.03551136363636
"794",8.49012445887446
"795",10.5897321428571
"796",11.7017857142857
"797",12.6029761904762
"798",13.391369047619
"799",13.0581845238095
"800",13.936755952381
"801",14.2745535714286
"802",14.710119047619
"803",15.1785714285714
"804",15.650744047619
"805",15.4839285714286
"806",15.4415178571429
"807",15.4160714285714
"808",15.2700892857143
"809",15.2217261904762
"810",15.2520833333333
"811",15.0861607142857
"812",15.1854166666667
"813",14.8825892857143
"814",13.2245535714286
"815",13.4349702380952
"816",12.3061011904762
"817",12.831994047619
"818",12.0221726190476
"819",11.7901785714286
"820",10.7224702380952
"821",8.52425595238095
"822",9.23675595238095
"823",12.6340773809524
"824",13.0282738095238
"825",12.8688988095238
"826",10.9880952380952
"827",11.2383928571429
"828",11.4026785714286
"829",8.95163690476191
"830",8.87157738095238
"831",8.45407196969697
"832",11.1120535714286
"833",12.3325892857143
"834",13.0645833333333
"835",13.5438988095238
"836",14.4477678571429
"837",14.3397321428571
"838",14.4251488095238
"839",14.8035714285714
"840",15.2309523809524
"841",15.4331845238095
"842",15.5607142857143
"843",15.5464285714286
"844",15.5169642857143
"845",15.3991071428571
"846",15.2994047619048
"847",15.2901785714286
"848",15.3872023809524
"849",14.8401785714286
"850",14.3394345238095
"851",14.1747023809524
"852",13.9505952380952
"853",13.8848214285714
"854",13.775744047619
"855",13.8041666666667
"856",13.5995535714286
"857",13.5688988095238
"858",13.5252976190476
"859",13.2171130952381
"860",13.255505952381
"861",13.646130952381
"862",14.05
"863",14.2854166666667
"864",13.8864583333333
"865",14.1599702380952
"866",13.8552083333333
"867",13.4824404761905
"868",12.9247023809524
"869",12.186755952381
"870",11.2572916666667
"871",10.500744047619
"872",10.1918154761905
"873",11.8529761904762
"874",12.8516369047619
"875",13.1849702380952
"876",12.196130952381
"877",10.5136904761905
"878",11.4135416666667
"879",11.2355654761905
"880",9.28035714285714
"881",8.63035714285714
"882",9.3620670995671
"883",11.3858630952381
"884",12.9941964285714
"885",13.4983630952381
"886",14.4897321428571
"887",14.0602678571429
"888",14.5854166666667
"889",14.8938988095238
"890",15.0294642857143
"891",15.2561011904762
"892",15.4327380952381
"893",15.538244047619
"894",15.5150297619048
"895",15.444494047619
"896",15.3026785714286
"897",15.1202380952381
"898",14.9247023809524
"899",14.430505952381
"900",13.825744047619
"901",13.9498511904762
"902",14.0834821428571
"903",13.8238095238095
"904",13.7802083333333
"905",13.7191964285714
"906",13.7610119047619
"907",13.6700892857143
"908",13.5782738095238
"909",13.8129464285714
"910",14.0483630952381
"911",14.2217261904762
"912",14.2888392857143
"913",14.1447916666667
"914",13.6340773809524
"915",13.4727678571429
"916",14.2410714285714
"917",14.3251488095238
"918",14.6111607142857
"919",13.9553571428571
"920",13.3313988095238
"921",13.5854166666667
"922",14.1221726190476
"923",14.1776785714286
"924",13.6528273809524
"925",13.0645833333333
"926",12.4958333333333
"927",11.8608630952381
"928",12.4508928571429
"929",12.0267857142857
"930",11.6227678571429
"931",13.5394345238095
"932",12.1334821428571
"933",10.4205357142857
"934",11.2221726190476
"935",11.9997023809524
"936",9.96547619047619
"937",7.66994859307359
"938",9.94494047619048
"939",11.0845238095238
"940",12.1575892857143
"941",13.3720238095238
"942",13.1373511904762
"943",14.4151785714286
"944",14.7589285714286
"945",15.0020833333333
"946",15.1602678571429
"947",15.4894345238095
"948",15.5316964285714
"949",15.4202380952381
"950",15.1894345238095
"951",15.3982142857143
"952",15.2831845238095
"953",15.0178571428571
"954",14.552380952381
"955",13.7282738095238
"956",13.8221726190476
"957",14.1839285714286
"958",14.140625
"959",13.8043154761905
"960",13.4845238095238
"961",13.394494047619
"962",13.5849702380952
"963",13.7369047619048
"964",13.8575892857143
"965",14.0412202380952
"966",13.509375
"967",14.2397321428571
"968",13.8081845238095
"969",13.9994047619048
"970",14.0900297619048
"971",13.4784226190476
"972",13.4782738095238
"973",13.1828869047619
"974",12.8970238095238
"975",13.3346726190476
"976",14.5209821428571
"977",14.4123511904762
"978",12.0142857142857
"979",10.4479166666667
"980",11.6794642857143
"981",12.8708333333333
"982",13.8477678571429
"983",14.381994047619
"984",14.4690476190476
"985",13.9647321428571
"986",14.6566964285714
"987",14.21875
"988",14.2428571428571
"989",13.6952380952381
"990",13.9061011904762
"991",13.8299107142857
"992",13.6357142857143
"993",13.2727678571429
"994",13.2955357142857
"995",12.2602678571429
"996",11.555505952381
"997",12.0001488095238
"998",12.3418154761905
"999",10.9511904761905
"1000",7.77661796536797
"1001",8.4886525974026
"1002",10.0098755411255
"1003",11.8681547619048
"1004",13.403125
"1005",13.5232142857143
"1006",13.5089285714286
"1007",14.3300595238095
"1008",15.0888392857143
"1009",15.3377976190476
"1010",15.4436011904762
"1011",15.4763392857143
"1012",15.3735119047619
"1013",15.4157738095238
"1014",15.5168154761905
"1015",15.4410714285714
"1016",15.3290178571429
"1017",15.0895833333333
"1018",14.7702380952381
"1019",14.4572916666667
"1020",14.5580357142857
"1021",14.3686011904762
"1022",14.1078869047619
"1023",13.728869047619
"1024",13.6858630952381
"1025",14.0822916666667
"1026",14.3745535714286
"1027",14.39375
"1028",14.4455357142857
"1029",14.631994047619
"1030",13.5400297619048
"1031",14.5178571428571
"1032",14.3605654761905
"1033",14.1720238095238
"1034",14.0547619047619
"1035",13.7534226190476
"1036",12.8921130952381
"1037",12.7052083333333
"1038",12.6409226190476
"1039",13.1025297619048
"1040",12.6889880952381
"1041",13.1233630952381
"1042",13.4700892857143
"1043",12.5514880952381
"1044",10.9688988095238
"1045",8.92842261904762
"1046",10.0550595238095
"1047",11.0693452380952
"1048",12.0105654761905
"1049",11.272619047619
"1050",12.2352678571429
"1051",14.2480654761905
"1052",14.8415178571429
"1053",14.5434523809524
"1054",13.7092261904762
"1055",13.6440476190476
"1056",13.0703869047619
"1057",11.8409226190476
"1058",12.6924107142857
"1059",11.8666666666667
"1060",8.32475649350649
"1061",8.52524350649351
"1062",7.88676406926407
"1063",10.8711174242424
"1064",10.8143262987013
"1065",12.2894345238095
"1066",13.1386904761905
"1067",14.1081845238095
"1068",15.0837797619048
"1069",15.4668154761905
"1070",15.5394345238095
"1071",15.5724702380952
"1072",15.5642857142857
"1073",15.6193452380952
"1074",15.7302083333333
"1075",15.697619047619
"1076",15.5502976190476
"1077",15.493005952381
"1078",15.375744047619
"1079",15.1802083333333
"1080",15.1029761904762
"1081",14.9044642857143
"1082",14.7119047619048
"1083",14.5370535714286
"1084",14.577380952381
"1085",14.7071428571429
"1086",14.796875
"1087",14.8644345238095
"1088",14.8297619047619
"1089",14.7563988095238
"1090",14.9191964285714
"1091",14.7633928571429
"1092",14.5309523809524
"1093",14.4364583333333
"1094",14.5331845238095
"1095",14.478125
"1096",14.5831845238095
"1097",14.1287202380952
"1098",14.553125
"1099",14.7842261904762
"1100",14.8270833333333
"1101",14.9693452380952
"1102",13.7828869047619
"1103",13.3813988095238
"1104",12.3401785714286
"1105",10.4958333333333
"1106",10.2355654761905
"1107",9.34747023809524
"1108",10.891369047619
"1109",10.8977678571429
"1110",14.3470238095238
"1111",15.2235119047619
"1112",14.4376488095238
"1113",15.0565476190476
"1114",14.514880952381
"1115",14.15
"1116",12.2982142857143
"1117",12.7741071428571
"1118",13.1058035714286
"1119",9.62232142857143
"1120",7.75148809523809
"1121",7.78975108225108
"1122",10.0107683982684
"1123",10.0728003246753
"1124",11.371130952381
"1125",12.7864583333333
"1126",14.2770833333333
"1127",15.5410714285714
"1128",15.6589285714286
"1129",15.7150297619048
"1130",15.7910714285714
"1131",15.8977678571429
"1132",16.0052083333333
"1133",15.9928571428571
"1134",15.9422619047619
"1135",15.8471726190476
"1136",15.905505952381
"1137",15.7861607142857
"1138",15.6053571428571
"1139",15.565625
"1140",15.4900297619048
"1141",15.3535714285714
"1142",15.3287202380952
"1143",15.2610119047619
"1144",15.2522321428571
"1145",15.2316964285714
"1146",15.2855654761905
"1147",15.2553571428571
"1148",15.5715773809524
"1149",14.8991071428571
"1150",15.1056547619048
"1151",15.1223214285714
"1152",15.3647321428571
"1153",15.1495535714286
"1154",15.1087797619048
"1155",15.0936011904762
"1156",15.2004464285714
"1157",15.281994047619
"1158",15.4092261904762
"1159",15.5061011904762
"1160",15.5421130952381
"1161",15.8061011904762
"1162",15.8145833333333
"1163",15.7985119047619
"1164",15.7190476190476
"1165",15.4410714285714
"1166",14.5657738095238
"1167",13.4775297619048
"1168",12.0058035714286
"1169",9.51354166666667
"1170",9.79479166666667
"1171",10.7322916666667
"1172",12.6171130952381
"1173",15.3141369047619
"1174",14.7058035714286
"1175",14.6123511904762
"1176",15.1875
"1177",13.1126488095238
"1178",12.675
"1179",13.4157738095238
"1180",12.0471726190476
"1181",8.40875270562771
"1182",7.64991071428571
"1183",8.93315746753247
"1184",11.6431547619048
"1185",10.401461038961
"1186",11.9485119047619
"1187",15.0971726190476
"1188",15.8800595238095
"1189",15.9395833333333
"1190",15.8879464285714
"1191",15.9104166666667
"1192",15.9916666666667
"1193",16.2802083333333
"1194",16.358630952381
"1195",16.3373511904762
"1196",16.1693452380952
"1197",16.2263392857143
"1198",16.0354166666667
"1199",15.9580357142857
"1200",15.9830357142857
"1201",16.0846726190476
"1202",15.8970238095238
"1203",15.8681547619048
"1204",15.825
"1205",15.7681547619048
"1206",15.7409226190476
"1207",15.6630952380952
"1208",15.7782738095238
"1209",15.7491071428571
"1210",15.5511904761905
"1211",15.6342261904762
"1212",15.3532738095238
"1213",15.0677083333333
"1214",15.6494047619048
"1215",15.458630952381
"1216",15.5315476190476
"1217",15.6627976190476
"1218",15.6747023809524
"1219",15.7761904761905
"1220",15.8510416666667
"1221",15.9261904761905
"1222",16.0080357142857
"1223",16.1861607142857
"1224",16.1863095238095
"1225",16.2040178571429
"1226",16.1544642857143
"1227",16.0322916666667
"1228",16.0730654761905
"1229",15.5693452380952
"1230",14.4123511904762
"1231",13.2604166666667
"1232",10.743005952381
"1233",8.72708333333333
"1234",10.9622023809524
"1235",12.2483630952381
"1236",16.0994047619048
"1237",14.6339285714286
"1238",14.033630952381
"1239",14.0044642857143
"1240",13.035119047619
"1241",13.033630952381
"1242",13.3160714285714
"1243",9.17827380952381
"1244",6.31754148629149
"1245",9.28260281385281
"1246",12.3125
"1247",12.2550595238095
"1248",13.4029761904762
"1249",15.8543154761905
"1250",16.2697916666667
"1251",16.2504464285714
"1252",16.1373511904762
"1253",16.1255952380952
"1254",16.233630952381
"1255",16.5949404761905
"1256",16.7290178571429
"1257",16.6013392857143
"1258",16.4025297619048
"1259",16.3035714285714
"1260",16.2059523809524
"1261",16.2035714285714
